compound_name,MARS_C03_000m_1,MARS_C03_000m_2,MARS_C03_000m_3,MARS_C10_000m_1,MARS_C10_000m_2,MARS_C10_000m_3,MARS_C12_000m_1,MARS_C12_000m_2,MARS_C12_000m_3,MARS_C15_000m_1,MARS_C15_000m_2,MARS_C15_000m_3,MARS_C18_000m_1,MARS_C18_000m_2,MARS_C18_000m_3,MARS_C21_000m_1,MARS_C21_000m_2,MARS_C21_000m_3,MARS_C25_000m_1,MARS_C25_000m_2,MARS_C25_000m_3,MARS_C29_000m_1,MARS_C29_000m_2,MARS_C29_000m_3,MARS_C34_000m_1,MARS_C34_000m_2,MARS_C34_000m_3,MARS_C38_000m_1,MARS_C38_000m_2,MARS_C38_000m_3
DAG 42:1,48787935.78,43112805.69,39009013.54,169224732.9,134558558.2,117294717,7812534.09,5616287.25,9269471.5,41685602.2,48602552.64,30153953.57,10695853.84,23397847.62,9294393.45,55290611.95,53324409.12,54379346.04,21817937.87,19422695.59,20097519.95,0,0,0,0,0,0,10688543.63,13506972.81,15135892.34
DAG 42:11,186481103.6,134843177.8,166141174,346785939.3,268960812.1,248610624.1,16193530.55,56663955.73,69739949.86,213343911.7,204854768.6,200295132.8,81463430.72,122974206.2,76905074.21,201026043.3,195519914.4,159981787.4,83613752.89,76135166.54,87481742.9,24182542,25341432.49,21361144.05,26771807.32,18093251.41,25564869.53,29164811.56,35272983.28,38827662.36
DAG 44:12,277150137.8,248621019.5,231757247.7,593296768.3,561372099.2,563669856.2,143440437.1,130211476,150516682.7,194353743.2,341242413.6,306809269.5,181650300.2,284583124,171854532.3,422538898.2,429073272.4,373548882,146987690,171251787.7,146014775.2,46289144.11,48534475.34,41028866.34,27709794.58,31121576.08,35680376.57,82179903.16,56928473.92,66514697.51
DG 36:10|DG 18:5_18:5,15487099.47,13328511.28,12878684.74,39542820.8,38672332.99,38329005.64,10966133.6,11888025.26,11866980.24,30608024.62,30782589.42,27226136.62,9867551.72,21541000.02,8913284.6,29941897.13,32523447.32,34001205.69,11286261.67,7668877.5,11331732.56,5205401.27,5705055.17,5751964.02,5492630.15,5379439.45,5761381.15,10783037.74,10709050.25,6436720.32
DG 36:6/ DG 14:0_22:6,8826776.57,26931892.01,21921103.34,121420895,106740223.6,123215664.7,13122835.48,14350118.75,12394259.11,51345629.49,48460112.52,46484563.81,29627980.02,39013202.97,25265266.45,60551412.38,74386885.54,57515088.08,15311096.6,13128464.79,14980373.67,3430708.33,4849306.88,4158295.88,2868812.08,2907165.69,2961080.06,11738920.39,12828825.19,13630820.51
DG 38:6/ DG 16:0_22:6 ,121220096.6,99607314.86,105649645.7,547778217.7,420919243,483171853.4,77658327.41,67910093.66,75709156.79,239146679.1,220478942.1,197198361.6,196497398.9,155700984.8,193275505.4,221472392.2,247731837.5,208677125.1,75622605.12,77829979.5,75907129.43,24519789.32,29587846.26,30125255.24,19125683.88,18144661.81,21535375.18,56485344.93,57069217.4,69453430.87
DG 40:11|DG 18:5_22:6,42759601.95,43903444.54,44382618.39,75500672.32,58260423.11,55872319.32,30235349.27,32959586.54,31087734.08,43925089.93,38523384.82,37923361.76,32550965.32,47425953.53,29484652.48,43733538.61,46029323.28,44293493.44,35840380.42,34333744.97,31224500.05,25671753.37,27948268.54,24323093.28,33186699.74,30348930.16,28990363.99,42358345.64,41977995.21,37055713.25
DG 42:11|DG 20:5_22:6,12565470.9,11800648.12,11576003.8,24124916.72,26127598.48,26525578.1,4160654.07,3680973.87,5088262.12,17242633.96,15524908.89,12824286.39,5806839.06,10166511.18,11609715.17,10090401.22,10907357.21,9778425.94,6402797.5,8553756.56,7129302.6,10200242.3,9259799.71,2745848.93,10369973.74,10619741.79,10475644.29,8210430.55,8562698.97,13312756.65
"DGCC 20:0 +1O,LDGCC 20:1 +2O,DGTS_DGTA 20:0 +2O,LDGTS_DGTA 20:1 +3O,LMGDG 21:2",165453048.8,155648873.4,142267394.6,54024334.24,50631631.11,51320580.7,8190491.78,6459586.19,8237724.71,10271753.25,8696343.03,7688034.54,4371300.33,5489375.5,5821145.79,5638159.35,6559942.77,6247047.18,2350966.06,2711960.82,2940085.16,381981.25,526294.32,464540.55,320393.74,176387.31,640054.67,234752.39,331912.22,489193.88
"DGCC 22:0 +2O,LDGCC 22:1 +3O,DGTS_DGTA 22:0 +3O,LDGTS_DGTA 22:1 +4O,LMGDG 23:2 +1O",153057510,137730009.6,143062256.5,50960441.73,42683917.58,44548196.31,6820353.39,4784471.38,5964097.55,7885195.3,7296888.67,6335080.56,2495121.37,3947660.92,3600178.09,4990121.18,5818562.84,4729016.04,2638375.16,2724741.37,2331632.04,304984.18,485209.8,473993.92,251101.75,212389.72,523872.84,245291.47,237548.55,475038.25
"DGCC 22:0,LDGCC 22:1 +1O,DGTS_DGTA 22:0 +1O,LDGTS_DGTA 22:1 +2O",1373579.91,902578.85,1196508.11,7296275.14,6054326.63,5512095.36,757270.62,674626.26,621242.13,1424285.14,1572094.98,1389600.74,715538.39,1153327.41,722059.03,183099.95,0,405295.71,2301498.7,1626401.27,2222741.24,339693.23,497786.58,439966.66,315471.27,272738.31,315279.57,1275593.18,912744.57,999362.22
"DGCC 24:0 +3O,LDGCC 24:1 +4O,DGTS_DGTA 24:0 +4O,LMGDG 25:2 +2O",110852058.4,103014787.4,98902073.99,39196147.63,35624028.07,36181799.02,3925448.4,3059695.72,3436134.99,3564847.09,3955469.19,3342529.35,1921604.76,3028691.59,2120425.74,3302795.64,3675598.73,3122577.61,1991992.85,1916633.87,2200935.48,369544.49,377418.6,472199.65,228438.43,175655.02,422400.65,186131.82,193502.51,339543.15
"DGCC 24:4 +1O,DGTS_DGTA 24:4 +2O_RT:8.19",4183228.2,3445593.93,3691825.99,5598561.63,2889257.8,2520555.32,1325591.53,1010823.45,1023015.99,2575921.17,2575205.24,2166809.44,1044562.66,1922307.93,989517.78,3457484.61,3033095.17,2368105.67,722413.34,617301.97,964998.88,0,21686.02,0,0,0,11086.23,117057.63,129711.69,185240.59
DGCC 30:0,12987619.2,9521547.5,9832537.95,25049817.48,26350089.02,26837537.19,5972088.51,5129366.07,5946230.18,15232827.28,14850881.17,15444275.01,2706463.11,27001653.28,3608082.98,10795659.31,10928033.93,8941560.35,71479930.76,77728144.47,71353049.71,11681787.04,14741255.7,15965333.13,8779456.06,9089670.21,10587142.53,2407051.91,1639788.95,2889549.72
"DGCC 30:0 +2O,DGTS_DGTA 30:0 +3O",10777221.61,6328944.26,7366923.34,31737099.29,29118824.49,25478897.27,1996181.38,1691383.17,3324980.13,2976751.83,1464165.35,402532.88,7047438.07,6379525.27,487953.67,5143391.44,7823637.46,6047806.24,312808.58,695.02,511153.29,0,0,0,0,0,0,4841540.87,5741502.36,5644492.73
"DGCC 32:0 +2O,DGTS_DGTA 32:0 +3O",18287086.8,16948500.39,16339242.11,1734325.98,1673136.28,944708.65,25500778.12,16038082.03,17579884.72,8623071.09,8983374.78,8216807.99,0,12402972.1,1665435.82,5629142.51,5914771.47,6314590.54,16795643.74,19272255.7,18255346.1,3004975.36,4103530.55,4135510.88,1454389.91,1677510.6,2129865.66,1019051.85,818615.65,722220.24
"DGCC 32:2 +4O,BLL 32:1 +2O",177705.19,0,0,6084578.15,5176526.08,4580418.91,528406.75,335114.82,659811.54,1084641.84,825888.72,868910.1,658199.69,900271.84,659667.06,0,0,0,0,80896.33,0,27034.61,32443.57,17801.66,38904.23,12379.67,22432.74,821782.25,849970.57,935698.03
"DGCC 32:2,DGTS_DGTA 32:2 +1O",3602282.94,3382928.18,2569929.47,12300684.09,12146330.86,11892407.31,1546192.62,2609852.14,2720572.23,12459073.4,12110284.67,10926613.1,4069826.7,3257104.36,3949651.23,7899835.12,8375982.68,5963210.39,6068939.85,5010035.53,5819739.08,2126762.79,2666176.46,2389947.35,1668477.39,2013671.52,2107129.89,3687921.5,3466578.86,2485454.12
"DGCC 32:6 +1O,DGTS_DGTA 32:6 +2O_RT:11.86",5764255.4,5247059.35,5052267.1,14221970.24,15428994.55,13365410.51,2425836.84,1734197.76,2290324.78,7366084.23,5990439.89,5731717.78,2861871.56,4736532.07,4171195.46,7900723.96,16939847.9,7499370.44,3112771.1,3070276.34,3029715.27,0,1225977.61,0,0,0,0,921294.35,233059.12,292855.77
"DGCC 34:3 +1O,DGTS_DGTA 34:3 +2O",9369858.52,8950411.86,7846233.01,53497361.13,50269420.89,50702510.48,7044611.06,6616215.38,7144864.7,40638960.79,42598207.14,41023962.54,19892802.58,23982215.47,18376985.66,19934074.5,20394163.15,17729266.98,10414114.85,11116420.68,9548646.84,3061779.71,4185321.33,3942388,2681078.96,3260860,2606529.75,6805120.65,6434826.78,8997147.58
DGCC 34:5_RT:12.26,16699837.68,13857613.58,13228514.55,45139634.15,40047925.95,41542523.26,7961165.75,7716656.5,8315358.79,33731055.35,32793311.82,30101098.47,16524163.57,14939757.35,15241083.67,16304368.47,16698263.7,14825946.02,27660475.78,24695206.19,26629620.36,7431149.01,8921069.02,8297002.89,7741721.25,7614217.72,7979214.32,9519511.06,10114979.53,10586864.62
DGCC 34:5_RT:12.61,20872879.34,21242208.19,20646709.44,49384898.34,51639526.22,55850028.49,8008156.59,7722901.16,8609837.52,56558160.3,60142443.06,56041187.23,19335688.71,49216922.58,16924988.84,25230168.3,28735744.1,24740951.73,34021723.69,30492996.35,37556015.02,14598584,18026566.94,15147275.13,10937300.78,11460504.63,11998916.73,20941237.15,21101088.85,21393600.01
"DGCC 34:6 +1O,DGTS_DGTA 34:6 +2O",4083759.26,5095534.29,5028547.67,15284128.56,12385282.5,12332169.64,2579412.6,2395850.35,2995178.34,6969543.91,5982639.92,5748770.7,3073274,5938200.23,2083171.38,11504032.07,13619514.31,10444831.73,2035535.74,1537175.44,1921373.14,689797.1,760813.86,688265.08,433551.31,501561.06,236838.16,1258184.48,1292917.62,1353872.21
"DGCC 36:0,DGTS_DGTA 36:0 +1O",3906207.9,589493.06,1910299.24,13552125.89,7418926.65,6457103.98,0,0,0,1945854.28,1354887.2,0,388215.74,0,1088033.97,216153.53,2225207.37,1269741.96,58786635.12,48804712.83,59572586.41,11502280.55,14728784.64,12953083.69,7162747.3,7155815.06,8909505.77,1348784.35,1815345.37,2149011.4
"DGCC 36:1 +2O,DGTS_DGTA 36:1 +3O,BLL 36:0",5123958.8,4895063.33,5628085.67,19939066.77,27443319.16,28499174.92,1259462.22,194013.35,2252778.39,18840150.79,12071175.28,11277792.15,2019507.94,4674939.91,5005213.01,10559075.36,8477930.73,9474282.83,9415735.11,6075146.75,1818689.64,0,342985.22,0,0,0,0,1533150.58,3301202.45,2257270.98
"DGCC 36:1 +3O,DGTS_DGTA 36:1 +4O,BLL 36:0 +1O",969266.98,379577.56,577706.82,200322944.7,192353374.6,174539943.5,0,0,0,5283155.22,7958768.03,7264192.58,129211560.3,0,119669049.5,340791.58,159773.83,0,67858149.49,63499460.09,71193323,32397976.35,33908939.93,34962436.96,15087993.95,16351338.48,15473040.94,25527475.6,28010023.89,27488462.07
"DGCC 36:10,DGTS_DGTA 36:10 +1O",923066.96,999886.02,1072487.72,4732469.49,4035563.42,5249449.61,821477.07,660942.72,869664.96,5612181.31,5205052.36,4451232.56,1342371.15,2527014.46,1581435.02,1537498.52,1755952.46,1608770.06,1270858.86,1024281.48,1233176.13,312451.04,419494.61,373840.29,208203.27,204837.61,259997,648898.29,708425.78,894465.58
DGCC 36:5|DGCC 16:0_20:5,38661344.66,36059342.25,36620128.87,133449574.2,121076035.1,119892659.4,32108753.36,27960192.76,29075091.39,120128614.8,116944978,105820736.3,62036824.66,106924727.4,54739774.21,54343811.47,58798710.21,54350583.29,69178089.14,63463715.06,69922320.67,17593295.49,22007942.16,19864727.24,15090580.08,15617568.23,15740936.56,29755370.01,30426577.14,31680024.83
DGCC 36:6|DGCC 14:0_22:6,76780148.61,72738012.82,73500214.92,305564814,286552809,282090643.7,59770191.06,54056576.02,58401445.38,473285642,475615983.9,419648997,170045552.5,215433745,155538725.5,121567481.3,133149040.5,114976768.5,180165808,157967406.8,180309979,78751363.41,94743102.57,84956313.4,56318803.67,58377846.7,61051987.73,68065259.95,70184599.66,74733802.41
DGCC 37:6,9384351.16,9387271.12,8571307.88,89755418.4,80434846.92,82589692.62,11917688.78,10147756.69,12994458.15,65708588.6,62123084.57,57387659.16,35888214.14,51746167.83,28972720.66,33636016.85,34593460.42,31247172.97,46657374.43,44728594.24,47080039,9350641.65,11118607.1,10066010.89,8999600.32,9226062.38,10446137.14,20638032.88,21665075.27,22333020.9
DGCC 38:10,4361693.91,2401832.44,3425385.76,8050402.63,6437633.15,8061232.21,814101.18,1504859.24,1268076.26,8750928.39,9322056.04,7960529.71,1101012.3,4598020.49,2786791.66,4399871.67,4345562.02,3713281.01,4064808.57,5234344.63,5570225.92,1425531.82,1978008.38,1300951.03,893545.35,1022972.23,1220175.34,1898781.48,1868855.6,1875325.18
"DGCC 38:2,DGTS_DGTA 38:2 +1O",656728.99,948801.02,2616947.76,17717894.72,15060983.03,15748155.87,293636.72,483434.05,646181.66,5893224.89,4657142.11,4314029.58,1859216.22,1061851.07,524075.01,1927184.55,2735222.97,2978522.14,4147979.78,2650775.51,3705065.06,815237.61,590138.85,0,0,119421.46,0,2415841.05,2562298.99,1925778.49
DGCC 38:6,1823744990,1788205009,1697880017,10773630443,10202643437,9860931876,1613998710,1467411312,1576085651,10794084846,10862215118,9764532470,4135129208,5547622174,3599851435,3716533389,3807255676,3492236442,6266954716,5746676122,6067563141,3107810377,3607690328,3128408037,1903047082,1918371252,1964888175,1674750386,1752921639,1820981099
"DGCC 38:7,DGTS_DGTA 38:7 +1O",206542.56,216794.59,552471.42,2055104.61,749997.92,371186.03,3974709.9,3075191.21,3863630.96,8413547.87,9201273.9,7005360.19,5348931.03,7982029.73,5510457.13,593728.51,1462128.13,228878.66,4422465.95,5933803.4,7307866.16,1629939.54,1838494.11,2055201.11,846907.43,1308051.23,1519526.37,153161.99,0,0
"DGCC 38:9,DGTS_DGTA 38:9 +1O,PA 38:2 +3O,PE 36:1 +3O",21404779.71,20262501.91,19584688.72,35020661.18,35647549.81,38465473.36,20275553.19,18264973.23,19805932.69,91074712.75,86431290.63,80455344.76,20043873.87,77692162.73,17204436.36,33758355.65,37448302.22,33379422.07,9225014.47,6976961.41,8482395.86,3588211.29,4368659.39,4058788.06,2195085,2551123.74,2659936.03,8082077.38,8446044.63,9786542.04
"DGCC 40:0 +1O,DGTS_DGTA 40:0 +2O",2149059.36,1392099.58,2764656.46,16657446.9,33083488.63,24481925.78,0,0,0,0,13178909.59,0,7164735.27,3289575.74,7728395.24,1138950.13,3977050.28,0,27611054.91,19688253.97,38948068.28,3531068.26,6547537.93,7667797.1,2052851.18,2935745.4,3798088.06,0,3238587.47,9033929.46
DGCC 40:10,15018793.21,12601799.27,11537762.9,61573682.72,56382121,50748449.74,10407867.78,8039134.67,11182412.8,46351560.92,44188802.77,38446371.4,18132035.22,22336339.02,16108054.94,18781435.5,19054904.3,16475232.59,27128401.73,22774655.8,27673812.72,6701163.38,7896874.94,7338750.32,4218714.58,4253670.34,4714567.58,7089936.06,7754909.99,8388174.04
DGCC 40:11,14528963.91,13561988.22,13406194.75,42461176.29,39579013.47,39887688.28,6339014.22,5990145.67,7047974.75,44873227.1,45875519.3,38670590.79,11941864.98,18090871.9,11314005.28,27781166.31,29411738.96,23135381.43,21333836.23,18135154.25,22106778.06,5382536.39,6568186.31,5669203.27,3660425.62,4202409.27,4162337.89,13588621.92,13197550.81,15140286.52
DGCC 40:7|DGCC 18:1_22:6,64224178.55,62938113,65802669.45,426882196.8,425498955.3,410567374.9,57129987.41,40745878.98,49444957.62,274020025.3,260056580,235581131.7,99685145.51,136700679.1,91604528.46,115979514.4,130326787.5,118399989.8,213060487.3,181956826.8,201106831.5,93500457.47,111263167.6,94632864.24,40417050.22,40495849.9,41562213.88,30183609.36,31623599.9,37060902.44
DGCC 40:8|DGCC 18:2_22:6,17186712.79,15834389.41,15483296.57,113591654.4,111192997.2,109558819.4,9542671.64,8576544.58,9869710.82,69611314.36,68691931.46,62117892.73,17673241.36,28238595.74,15785033.07,37502457.51,35643739.06,32424798.9,27128772.06,24501283.37,27449181.26,15183786.76,18014260.81,16644422.02,4797013.51,5277359.25,6217827.37,10013705.04,9649920.99,10847176.76
"DGCC 40:9,DGTS_DGTA 40:9 +1O,PA 40:2 +3O,PE 38:1 +3O",504647023.5,501051957.4,533255558,1583662040,1501323534,1443013197,525283652.7,428038652.1,470711336.2,2378822199,2322764421,2120963641,529786441.7,1561937747,429894045.5,1088873903,1205091769,1028945128,387212216.6,322157399.8,365765668.4,165573153.6,196068360.3,166911518,83849345.44,88806206.61,98721223.58,220217383.9,240604884.9,259208443.4
"DGCC 42:4 +3O,DGTS_DGTA 42:4 +4O,BLL 42:3 +1O",3692209.67,3070599.27,3796646.16,9052124.5,9115996.25,10233053.03,2843776.93,2798549.66,3156297.38,9829105.2,9169088.89,6518580.27,11591805.61,8608128.65,10536475.47,1896206.5,1921992.26,2016707.94,4627028.81,4460249.39,4476623.17,2007279.42,2767981.48,2616215.21,5188734.48,5027973.63,5507799.66,3324777.15,3943472.13,4711362.7
DGCC 44:12,258679140.3,230120300,218352213.1,1179518985,1105760980,1092025978,183819218,168728462.3,184056312.4,1235203082,1134562682,1073120223,492755191.6,623273925.8,459139259.5,501502647.1,558738084.6,470835152.9,701072419.4,631551224.3,700316111.9,250426566.4,306558918.7,272736192.3,153420035.3,163748779.5,172925346.6,134792152.7,146800638.3,155375854.6
"DGDG 22:0 +2O,LDGDG 22:1 +3O,SQDG 32:5",4766354.82,3709551.21,3650778.64,5014195.19,6894826.4,7269301.1,1338699.55,892570.52,270093.59,2861013.98,2774760.14,2634876.15,2005078.26,660429.93,1398307.92,2663663.38,2872059.05,2151632.46,1765214.17,2136902.69,1820975.45,623018.46,705658.19,609671.25,745498.64,772288.89,798837.58,2018884.57,2318378.85,2563190.6
"DGDG 24:0 +2O,LDGDG 24:1 +3O,SQDG 34:5",32279975.3,27243915.1,28480248.09,45763285.93,37368398.47,43759796.73,10824207.52,8170786.04,10274879.31,18578431.41,15911740.67,14438178.8,12339009.17,20965798.63,10090761.26,19955516.27,21736809.98,17945921.71,11168390.74,10833239.45,11022660.34,2312507.33,2616127.73,2698054.26,2901846.12,2856602.86,3565945.74,6682274.78,6961144.67,7363455.82
"DGDG 24:0 +3O,LDGDG 24:1 +4O",35950113.05,35409545.98,30693906.87,58524254.96,54162001.06,53628676.96,14186352.36,13047344.61,15534874.41,54707267.91,46410962.07,47476150.39,8948594.34,36318100.46,6804891.92,43993575.53,51931346.22,36883275.41,10310333.73,7803258.61,10390587.86,1651964.02,2189773.7,1961742.07,1241520.4,1519587.14,1901756.17,8508180.82,9262357.2,9787871.04
"DGDG 26:0 +2O,LDGDG 26:1 +3O,SQDG 36:5",8459610.53,8503189.94,8677208.49,12535576.3,9662723.17,12270063.87,2794544.84,2961624.3,3132519.17,5694050.47,8761008.37,6884915.21,6177973.26,9270612.47,5023190.46,7724397.72,9009423.88,7399999.15,4196377.5,3197538.41,3253425.89,1438634.73,1790364.75,1595419.23,1243758.16,1275706.05,1329247.84,2070384.98,1854050.39,2104064.4
"DGDG 26:0 +3O,LDGDG 26:1 +4O",894393045.3,840052295.2,770932298.4,856894482.3,775621671.6,742443255.8,182447622.6,177771523.6,179176626.8,915639007.9,868046633.8,788665923.3,166273395.9,500757603.3,118187303.2,521233100,547244220.6,482034562.9,210715047.7,154165385.6,210967475.1,56770584.31,72590144.73,64735145.25,24166201.1,27303688.59,37322207.57,82793317.59,105837452.5,110107703.4
"DGDG 26:4 +2O,SQDG 36:9",3511289.69,4347300.99,5463271.09,11173312.07,10304705.96,10752001.1,1557864.72,1866498.78,1567426.4,4494418.96,1546291.6,1128691.39,2538626.84,5599847.02,3108755.49,1283721.68,4303359.86,2437360.67,1839546.31,1858325.35,2545887.29,452743.82,598959.81,476511.08,651102.58,525461.3,564138.86,1678371.2,1655135.02,1993007.24
DGDG 26:6,3620954.68,2143515.31,3341109.86,1187951.4,1168799.56,1034202.32,1404683.23,1164579.18,949259.66,1521798.46,1158804.4,1724902.35,626862.01,2241744.99,354307.33,3561943.84,2963164.77,3513230.55,0,0,0,32958.59,15779.55,0,14481.46,12302.75,15857.97,1041509.19,1334347.37,1114873.2
"DGDG 28:0 +3O,SQDG 38:5 +1O",10056077.88,9501206.52,9545103.12,9814295.74,8261338.63,6369642.7,1829535.73,2473245.65,2307241.95,10041432.85,9659990.56,10195757.34,1321555.62,9729093.71,1038500.46,4954310.57,5678837.76,5596368.94,2102704.43,1586200.72,2741596.84,591010.93,726319.88,574756.52,132897.14,428767.06,499002.82,975121.78,1168408.31,905067.78
"DGDG 28:4 +2O,SQDG 38:9",22400208.27,22151622.36,20348167.91,17926470.35,15751662.34,17221919.53,3277855.64,3014045.12,3103339.41,6786684.29,6679984.99,5622929.46,3811158.1,7268018.95,3210549.51,6175663.3,7040056.45,6004499.49,2219155.9,2207610.15,2206553.88,714573.1,800662.72,740956.54,613333.56,640981.24,688590.85,2123390.89,2330185.9,2565421.56
DGDG 30:1,13852106.31,12487213.28,15675880.85,22631796.92,24217193.51,21104811.42,2293376.86,2833123.94,2932221.46,5697973.99,9424626.73,14010388.86,5366750,9153625.31,3393865.95,16771944.89,18714520.26,13127907.47,6528129.9,6789019.29,6753138.6,3178566.7,3955471.33,3470055.32,5370730.13,5377714.13,5935966.63,10683724.46,10874422.74,11390441.14
DGDG 30:1 +1O,12439117.79,11576034.3,10731411.45,28395014.59,26570395.22,24929537.89,11506055.37,9995944.33,11513314.58,38297392.36,32040864.17,31259271.61,10387838.75,39180955.26,8365808.05,23466952.76,29187616.86,23790667.73,5792467.64,4925930.35,6823496.32,2165719.81,2534272.51,2038935.53,1061347.44,1242188.93,1379655.41,3165564.93,3070517.76,3479781.44
"DGDG 30:5 +2O,SQDG 40:10",3527786.97,3121467.15,2744001.91,6760366.75,6182888.78,5905170.47,1368730.28,1526087.86,1636198.03,5407984.59,4159913.49,4118525.16,2941095.74,4707254.7,2151499.88,3798859.3,4645062.37,3662401.09,1484558.84,1348770.55,1389635.76,439494.79,509110.5,504747.37,300678.48,291654.36,371313.01,878459.64,1056934,1005413.87
DGDG 32:1,19434480.72,17686789.29,16239242.07,54227153.64,48779130.16,47358275.16,7930766.9,7005262.11,7216582.4,64072390.72,58501968.03,52937434.14,18957857.53,30444873.4,17727581.4,29221752.44,33327063.57,27173272.55,16652204.19,20779836.32,19181858.03,12168154.46,13510431.77,13023627.56,10809245.81,11031174.87,11128240.5,14645842.55,14974917.17,16614360.58
DGDG 32:2,9771132.62,9272368.3,9388396.74,21953766.34,23369453.01,24077544.11,2176075.41,2162467.55,2223586.43,10874221.01,9804059.58,10195184.49,3278601.21,4811944.54,3209280.37,14399276.96,16777976.16,13345396.87,7278832.77,7316741.03,7334855.66,3059644.45,3561301.57,3284662.22,3592122.19,3716244.71,3799399.06,9197781.33,8885264.16,10370692.83
DGDG 32:3,5351508.68,5159725.65,5088535.71,9438755.49,8836960.18,8448203.45,878445.66,889681.95,828108.18,5181565.72,4920804.48,5094919.56,1184762.74,2150339.53,1145573.48,5230768.19,5415386.31,4633084.54,2127209.39,1896293.59,2139766.03,1087138.46,1717273.77,1403057.19,1513562.84,1712716.7,1712660.53,2444776.66,2656324.22,2597738.82
DGDG 32:4,6172760.64,5336467.67,4475791.05,7573812.78,6607321.9,5676385.26,1228105.59,871621.88,852024.96,4976864.14,4694650.89,3765440.03,1061522.57,2064586.76,730024.79,2402755.27,3444304.8,2677813.26,4451896.28,3716811.55,3862358.6,815931.46,900973.31,616304.68,656379.66,869302.6,835188.06,1723096.25,1625164.62,1855014.34
DGDG 34:2,12354519.08,12144046.72,11881191.62,62081200.16,61813564.97,60733255.7,7647699.49,6588186.6,7552568.76,46439117.16,43881619.87,40800851.96,17342222.39,21876414.3,17742934.73,24864634.12,25149615.67,21929214.67,32184712.32,31413354.62,29679251.47,21863024.91,25949953.15,22757133.03,14751278.98,14671805.63,15339492.73,16622854.48,16978039.06,18306266.06
DGDG 34:3,5001141.2,4187121.8,4479003.42,12032564.25,11981133.49,11657635.31,1951745.67,1494694.96,1825812.46,10547520.99,8976868.18,9874401.54,2873200.36,5536666.38,2945189.5,10111494.81,10693930.14,8109653.59,4753702.69,5440903.05,5043187.49,2375103.54,2617564.58,2494342.19,2427051.85,2364791.36,2518034.14,4283566.16,3936664.47,4743950.29
DGDG 34:8,1832030.16,2076602.97,1947812.42,6112034.02,4837701.86,5304881.63,891125.09,417860.26,574514.93,6118236.79,5619083.75,5410983.2,1479200.25,2961054.62,1365825.9,4623519.35,3890892.86,3653856.8,2309031.85,1866093.26,2384579.17,752998.46,892429.41,837827.64,671816.72,727189.27,929438.52,1443217.72,1459393.85,1803180.97
